payment_id,user_id,payment_type,is_verified,payment_age_days,card_last4,is_international
2148,1085,paypal,True,124,5924,False
2149,1085,digital_wallet,True,52,8284,False
2150,1085,bank_transfer,False,94,9014,False
2151,1086,credit_card,True,298,6232,False
2152,1086,debit_card,True,531,5643,False
2153,1086,credit_card,True,38,4128,False
2154,1087,bank_transfer,True,80,1511,False
2155,1087,bank_transfer,False,108,7278,False
2156,1088,bank_transfer,True,35,3917,True
2157,1088,bank_transfer,True,101,3557,False
2158,1088,debit_card,True,593,7950,False
2159,1089,bank_transfer,True,406,4934,False
2160,1089,digital_wallet,True,730,1745,False
2161,1089,digital_wallet,True,273,5425,False
2162,1090,credit_card,True,177,1119,False
2163,1091,paypal,False,240,,False
2164,1092,debit_card,True,208,7783,False
2165,1092,paypal,True,33,1366,False
2166,1092,credit_card,True,6,4740,False
2167,1093,digital_wallet,True,374,7387,False
2168,1093,paypal,True,871,,True
2169,1093,bank_transfer,True,747,5332,False
2170,1094,digital_wallet,True,519,2698,False
2171,1095,debit_card,True,51,,False
2172,1096,bank_transfer,True,163,,False
2173,1097,digital_wallet,True,560,3404,False
2174,1097,paypal,True,886,6217,False
2175,1098,bank_transfer,True,559,4518,False
2176,1098,paypal,True,650,,False
2177,1099,digital_wallet,False,792,6613,False
2178,1099,debit_card,True,461,1299,False
2179,1099,digital_wallet,True,212,9845,False
2180,1100,bank_transfer,True,185,2633,False
2181,1100,credit_card,True,128,,False
2182,1100,paypal,True,20,4994,False
2183,1101,credit_card,True,16,,False
2184,1101,credit_card,True,100,,False
2185,1102,bank_transfer,True,480,,False
2186,1102,bank_transfer,True,678,9904,False
2187,1103,digital_wallet,True,759,8916,False
2188,1103,bank_transfer,True,68,,False
2189,1104,digital_wallet,False,559,7467,False
2190,1105,bank_transfer,True,514,4643,False
2191,1105,debit_card,True,688,5872,False
2192,1105,digital_wallet,True,263,5890,False
2193,1106,paypal,False,38,4779,False
2194,1106,paypal,False,804,1543,True
2195,1106,bank_transfer,True,769,4759,False
2196,1107,digital_wallet,True,59,1869,False
2197,1107,paypal,False,443,2635,False
2198,1108,bank_transfer,True,401,8575,False
2199,1108,debit_card,True,341,,False
2200,1108,paypal,True,142,7578,False
2201,1109,digital_wallet,True,434,1410,False
2202,1110,digital_wallet,True,283,,True
2203,1110,debit_card,True,238,7030,False
2204,1110,debit_card,True,306,2354,False
2205,1111,credit_card,True,84,6538,True
2206,1111,paypal,True,56,,True
2207,1112,credit_card,False,49,,False
2208,1112,paypal,True,586,8900,False
2209,1112,paypal,False,226,8434,False
2210,1113,credit_card,False,498,,False
2211,1113,digital_wallet,True,59,3122,False
2212,1114,credit_card,True,85,5151,False
2213,1114,digital_wallet,True,163,4421,False
2214,1114,credit_card,True,67,8430,False
2215,1115,bank_transfer,True,684,1153,False
2216,1115,digital_wallet,True,333,8455,False
2217,1116,bank_transfer,True,82,1730,False
2218,1116,bank_transfer,True,595,8392,False
2219,1116,paypal,True,512,6575,False
2220,1117,digital_wallet,True,144,5972,False
2221,1118,credit_card,True,445,6643,False
2222,1118,debit_card,True,593,8454,False
2223,1119,digital_wallet,True,24,5897,False
2224,1119,credit_card,True,8,,False
2225,1119,bank_transfer,True,31,8365,False
2226,1120,paypal,True,54,9384,False
2227,1120,bank_transfer,True,22,4442,False
2228,1120,credit_card,True,88,1170,False
2229,1121,digital_wallet,True,49,7829,False
2230,1121,digital_wallet,True,93,3981,True
2231,1122,credit_card,True,209,,False
2232,1122,bank_transfer,True,281,,False
2233,1122,bank_transfer,True,226,7137,False
2234,1123,debit_card,True,833,9142,False
2235,1123,credit_card,True,910,2399,False
2236,1123,paypal,True,489,,False
2237,1124,credit_card,True,43,3751,False
2238,1124,debit_card,True,13,,False
2239,1125,paypal,True,236,,False
2240,1125,credit_card,True,726,7190,False
2241,1125,debit_card,True,725,1037,False
2242,1126,paypal,True,196,7419,False
2243,1126,credit_card,True,313,,False
2244,1127,credit_card,True,13,5340,False
2245,1127,paypal,True,143,,False
2246,1128,digital_wallet,True,15,9524,False
2247,1128,paypal,True,47,3345,False
2248,1129,bank_transfer,True,228,5959,True
2249,1130,bank_transfer,True,16,7951,False
2250,1130,digital_wallet,True,229,3956,False
2251,1131,debit_card,True,267,,True
2252,1131,credit_card,True,71,6341,False
2253,1131,digital_wallet,True,428,3158,False
2254,1132,bank_transfer,True,796,,True
2255,1132,credit_card,True,847,,False
2256,1133,debit_card,True,210,2853,False
2257,1133,paypal,True,201,7997,False
2258,1134,bank_transfer,True,7,,False
2259,1135,bank_transfer,False,540,2299,False
2260,1135,credit_card,False,164,,True
2261,1135,paypal,True,376,,False
2262,1136,credit_card,True,675,,True
2263,1136,bank_transfer,True,135,1293,False
2264,1137,bank_transfer,True,585,,False
2265,1137,credit_card,False,408,6597,False
2266,1138,debit_card,True,194,,True
2267,1138,debit_card,True,506,4541,False
2268,1138,bank_transfer,True,11,,False
2269,1139,debit_card,True,315,,False
2270,1139,digital_wallet,True,701,8541,False
2271,1140,digital_wallet,False,110,8919,False
2272,1140,paypal,False,133,,False
2273,1141,digital_wallet,True,159,6780,False
2274,1142,bank_transfer,True,579,5401,False
2275,1143,paypal,True,600,2689,False
2276,1144,paypal,True,469,2266,False
2277,1144,bank_transfer,True,310,,False
2278,1144,bank_transfer,True,463,8528,False
2279,1145,debit_card,True,318,,False
2280,1146,bank_transfer,True,82,,False
2281,1147,credit_card,True,244,,False
2282,1147,bank_transfer,True,992,4860,False
2283,1147,bank_transfer,True,726,5225,False
2284,1148,paypal,True,645,8576,False
2285,1148,paypal,True,386,6530,True
2286,1148,debit_card,True,315,1704,False
2287,1149,debit_card,True,25,,False
2288,1149,debit_card,False,152,,False
2289,1149,credit_card,True,26,5703,False
2290,1150,bank_transfer,True,726,,False
2291,1151,bank_transfer,True,416,3267,False
2292,1151,credit_card,True,158,,False
2293,1152,paypal,False,44,1960,True
2294,1153,debit_card,True,239,,False
2295,1153,debit_card,True,95,2078,False
2296,1153,bank_transfer,True,169,1208,True
2297,1154,debit_card,False,137,4649,False
2298,1154,paypal,True,271,6016,False
2299,1154,debit_card,True,327,6292,False
2300,1155,bank_transfer,True,178,2350,True
2301,1155,credit_card,True,153,3722,False
2302,1155,bank_transfer,True,78,4871,False
2303,1156,debit_card,False,208,1260,False
2304,1157,bank_transfer,True,57,8426,False
2305,1157,paypal,True,320,,False
2306,1157,paypal,True,333,,True
2307,1158,debit_card,True,46,,False
2308,1158,credit_card,True,186,8256,True
2309,1158,digital_wallet,True,69,,False
2310,1159,digital_wallet,True,103,,False
2311,1160,digital_wallet,True,172,6681,False
2312,1161,paypal,True,456,5065,False
2313,1161,debit_card,True,202,,True
2314,1162,debit_card,True,128,,True
2315,1163,debit_card,True,184,,False
2316,1163,digital_wallet,True,649,4127,False
2317,1164,debit_card,True,248,6311,True
2318,1164,debit_card,True,129,6351,False
2319,1165,paypal,True,23,6312,False
2320,1166,paypal,False,301,1857,False
2321,1166,paypal,True,332,7443,False
2322,1167,paypal,True,3,2435,False
2323,1168,bank_transfer,True,19,2234,False
2324,1169,credit_card,True,89,4657,False
2325,1170,credit_card,True,261,8707,False
2326,1170,paypal,True,879,2986,True
2327,1171,debit_card,True,237,3153,True
2328,1171,bank_transfer,True,18,,False
2329,1172,paypal,True,275,8087,False
2330,1173,bank_transfer,False,1,2198,False
2331,1174,digital_wallet,True,21,7314,False
2332,1174,digital_wallet,True,27,2267,False
2333,1175,bank_transfer,True,494,,True
2334,1175,digital_wallet,False,392,,False
2335,1175,bank_transfer,True,392,1820,False
2336,1176,digital_wallet,True,526,2608,False
2337,1176,bank_transfer,True,288,7322,True
2338,1176,bank_transfer,True,117,8751,False
2339,1177,bank_transfer,True,724,1749,True
2340,1177,paypal,True,782,9786,False
2341,1177,digital_wallet,True,361,,False
2342,1178,credit_card,True,41,2839,False
2343,1179,bank_transfer,True,198,,False
2344,1179,debit_card,False,529,1471,True
2345,1180,digital_wallet,False,820,9526,False
2346,1181,credit_card,True,191,6679,True
2347,1181,bank_transfer,True,105,2301,False
2348,1181,bank_transfer,True,19,9439,False
2349,1182,paypal,True,288,2654,False
2350,1182,credit_card,True,221,6987,False
2351,1183,credit_card,True,128,8190,False
2352,1184,debit_card,False,17,6670,False
2353,1185,bank_transfer,True,962,4964,False
2354,1186,digital_wallet,False,64,3635,False
2355,1187,bank_transfer,True,71,1206,True
2356,1188,debit_card,True,15,5752,False
2357,1189,paypal,True,88,1513,False
2358,1190,digital_wallet,True,171,4420,False
2359,1190,bank_transfer,True,162,,False
2360,1190,credit_card,True,97,1216,False
2361,1191,credit_card,True,113,,False
2362,1191,debit_card,True,161,4703,True
2363,1192,credit_card,True,9,7762,False
2364,1192,debit_card,True,13,9135,False
2365,1193,bank_transfer,False,156,,False
2366,1193,bank_transfer,True,84,,False
2367,1194,paypal,False,115,,False
2368,1195,credit_card,True,218,,False
2369,1195,credit_card,True,145,2675,True
2370,1196,digital_wallet,True,883,1196,False
2371,1196,credit_card,True,442,2880,False
2372,1196,bank_transfer,True,131,5815,False
2373,1197,digital_wallet,True,35,4173,False
2374,1197,bank_transfer,True,486,5617,False
2375,1198,paypal,False,164,3444,False
2376,1199,credit_card,True,98,,False
2377,1199,paypal,True,154,,True
2378,1199,digital_wallet,True,57,,False
2379,1200,credit_card,True,301,2991,False
2380,1200,bank_transfer,True,294,,False
2381,1200,credit_card,True,401,3033,False
2382,1201,debit_card,True,316,7199,True
2383,1201,paypal,True,74,7704,False
2384,1201,paypal,True,109,,False
2385,1202,debit_card,False,24,9448,False
2386,1202,credit_card,True,144,6600,True
2387,1203,paypal,True,161,8289,True
2388,1203,paypal,True,318,9230,False
2389,1203,paypal,False,763,7330,False
2390,1204,bank_transfer,True,129,2133,False
2391,1204,bank_transfer,True,91,,False
2392,1205,digital_wallet,True,484,,False
2393,1206,debit_card,True,228,8368,False
2394,1206,digital_wallet,True,595,9605,False
2395,1206,debit_card,True,236,4747,False
2396,1207,bank_transfer,True,48,2160,False
2397,1207,debit_card,True,58,8387,False
2398,1207,digital_wallet,True,180,,False
2399,1208,credit_card,True,38,,False
2400,1208,paypal,True,341,2550,False
2401,1209,paypal,True,398,,False
2402,1210,bank_transfer,True,52,7202,False
2403,1210,digital_wallet,True,67,,False
2404,1211,debit_card,True,333,2745,False
2405,1212,bank_transfer,True,467,,False
2406,1213,bank_transfer,True,228,6078,False
2407,1213,bank_transfer,True,38,2812,True
2408,1214,bank_transfer,True,147,1598,False
2409,1215,paypal,True,96,,False
2410,1216,bank_transfer,True,607,4726,False
2411,1216,paypal,True,532,7670,True
2412,1217,debit_card,True,83,2784,False
2413,1217,debit_card,True,109,1020,True
2414,1218,digital_wallet,True,89,7303,False
2415,1219,credit_card,True,396,8825,False
2416,1219,bank_transfer,True,107,,False
2417,1220,debit_card,True,712,,False
2418,1220,digital_wallet,True,201,9618,False
2419,1221,digital_wallet,True,250,,False
2420,1221,bank_transfer,True,567,5272,False
2421,1222,credit_card,True,103,8890,True
2422,1223,bank_transfer,True,35,,False
2423,1223,debit_card,True,490,8577,False
2424,1224,bank_transfer,True,125,,False
2425,1225,paypal,True,385,7441,False
2426,1225,credit_card,True,918,,False
2427,1225,paypal,True,672,4781,False
2428,1226,bank_transfer,True,68,2622,False
2429,1227,paypal,True,310,1897,False
2430,1227,bank_transfer,True,356,1116,False
2431,1228,credit_card,True,29,,False
2432,1229,digital_wallet,True,867,5225,False
2433,1230,credit_card,True,527,,False
2434,1230,digital_wallet,True,49,4165,False
2435,1230,digital_wallet,True,385,7633,False
2436,1231,credit_card,True,28,,False
2437,1232,debit_card,True,955,7761,True
2438,1232,bank_transfer,True,650,,False
2439,1232,debit_card,True,279,,False
2440,1233,paypal,True,204,,False
2441,1234,debit_card,True,368,3548,False
2442,1234,bank_transfer,True,60,7939,False
2443,1234,digital_wallet,True,321,7780,False
2444,1235,debit_card,True,500,,False
2445,1235,debit_card,False,468,3292,False
2446,1236,bank_transfer,True,651,2666,False
2447,1236,bank_transfer,True,247,6257,False
2448,1236,paypal,True,191,,False
2449,1237,digital_wallet,True,701,,True
2450,1237,bank_transfer,True,765,9882,False
2451,1238,credit_card,True,30,4646,False
2452,1239,digital_wallet,True,620,,False
2453,1239,paypal,True,342,1914,False
2454,1240,bank_transfer,True,11,1854,False
2455,1240,debit_card,True,7,,False
2456,1241,debit_card,True,60,,False
2457,1241,bank_transfer,True,51,4544,False
2458,1242,digital_wallet,True,19,3870,False
2459,1242,digital_wallet,True,159,9023,False
2460,1243,debit_card,True,585,6881,True
2461,1244,credit_card,True,178,3392,False
2462,1244,credit_card,True,350,,False
2463,1244,bank_transfer,True,201,,False
2464,1245,bank_transfer,True,364,8586,True
2465,1245,paypal,True,165,5778,False
2466,1246,credit_card,True,32,6922,False
2467,1247,debit_card,False,521,3721,False
2468,1248,bank_transfer,True,524,,True
2469,1248,credit_card,True,819,,False
2470,1248,debit_card,True,538,,False
2471,1249,paypal,True,181,3446,False
2472,1250,digital_wallet,True,66,1368,False
2473,1250,paypal,True,482,2136,False
2474,1251,bank_transfer,True,157,4429,False
2475,1251,digital_wallet,True,41,6361,False
2476,1251,credit_card,False,182,,False
2477,1252,digital_wallet,False,59,9810,False
2478,1253,debit_card,True,110,,False
2479,1253,bank_transfer,True,3,,False
2480,1253,digital_wallet,False,191,,False
2481,1254,debit_card,True,350,5499,False
2482,1255,digital_wallet,True,210,,False
2483,1255,digital_wallet,True,870,,False
2484,1256,credit_card,True,57,7984,False
2485,1256,paypal,True,121,,False
2486,1257,paypal,True,72,,False
2487,1258,digital_wallet,True,541,1501,False
2488,1259,digital_wallet,True,679,,False
2489,1259,bank_transfer,True,1004,,False
2490,1260,digital_wallet,True,175,,False
2491,1260,credit_card,False,368,1297,False
2492,1261,credit_card,True,852,4197,False
2493,1261,paypal,True,679,,False
2494,1262,credit_card,True,283,9982,False
2495,1263,paypal,True,652,,True
2496,1263,paypal,True,717,7628,False
2497,1264,digital_wallet,True,204,2745,False
2498,1264,paypal,True,163,8133,False
2499,1265,digital_wallet,True,279,7584,False
2500,1265,paypal,False,228,1306,True
2501,1266,digital_wallet,True,368,9314,False
2502,1267,bank_transfer,True,557,,True
2503,1267,debit_card,True,135,4607,False
2504,1267,paypal,True,709,6971,False
2505,1268,digital_wallet,False,362,6262,False
2506,1269,credit_card,True,91,8359,True
2507,1269,credit_card,True,229,6428,False
2508,1269,paypal,True,453,2705,False
2509,1270,paypal,False,292,8614,True
2510,1270,credit_card,False,388,3750,False
2511,1271,digital_wallet,True,535,1995,False
2512,1272,bank_transfer,True,235,2152,False
2513,1272,digital_wallet,True,265,4723,False
2514,1272,paypal,True,254,2733,False
2515,1273,digital_wallet,True,293,8850,False
2516,1273,debit_card,True,305,6379,False
2517,1273,debit_card,True,113,8958,False
2518,1274,digital_wallet,True,150,9390,False
2519,1274,paypal,True,560,8658,False
2520,1274,credit_card,True,583,8704,False
2521,1275,digital_wallet,True,597,5869,False
2522,1275,paypal,True,701,6074,False
2523,1275,bank_transfer,True,45,3791,False
2524,1276,paypal,True,790,,False
2525,1277,credit_card,True,582,1507,True
2526,1277,paypal,True,256,9444,False
2527,1278,bank_transfer,True,111,8031,False
2528,1278,digital_wallet,True,923,9140,False
2529,1278,bank_transfer,True,148,6069,True
2530,1279,bank_transfer,True,20,4449,False
2531,1280,bank_transfer,True,51,7355,False
2532,1280,debit_card,True,327,1418,False
2533,1281,bank_transfer,True,224,3434,False
2534,1282,paypal,True,330,,True
2535,1282,digital_wallet,True,602,6456,False
2536,1282,debit_card,False,192,,True
2537,1283,bank_transfer,True,700,3598,False
2538,1284,paypal,True,364,5665,False
2539,1284,credit_card,True,305,,True
2540,1285,credit_card,True,499,,False
2541,1286,paypal,True,249,6647,False
2542,1286,debit_card,True,43,,False
2543,1287,bank_transfer,True,200,5349,True
2544,1287,paypal,True,578,7416,False
2545,1288,debit_card,True,578,2527,True
2546,1289,credit_card,True,24,6323,False
2547,1290,debit_card,True,158,9864,False
2548,1290,credit_card,True,648,5850,False
2549,1290,debit_card,True,362,5205,False
2550,1291,digital_wallet,True,349,3065,True
2551,1291,bank_transfer,True,341,,False
2552,1292,paypal,True,345,4545,False
2553,1292,debit_card,True,210,2011,False
2554,1292,credit_card,True,19,5000,False
2555,1293,bank_transfer,True,146,1284,False
2556,1293,credit_card,True,154,7136,True
2557,1294,bank_transfer,False,27,1608,False
2558,1294,credit_card,True,119,2099,True
2559,1294,credit_card,True,45,,False
2560,1295,credit_card,True,157,8792,True
2561,1296,digital_wallet,True,76,4893,False
2562,1297,credit_card,True,326,3581,False
2563,1298,debit_card,True,625,,True
2564,1298,credit_card,True,492,,True
2565,1299,debit_card,True,72,9370,False
2566,1300,debit_card,True,36,1887,False
2567,1300,bank_transfer,True,42,9772,True
2568,1301,credit_card,True,149,3469,False
2569,1302,credit_card,True,711,3742,False
2570,1302,paypal,True,55,,False
2571,1302,paypal,True,594,,True
2572,1303,credit_card,True,854,5346,False
2573,1303,paypal,True,527,,False
2574,1304,bank_transfer,True,65,9787,False
2575,1304,bank_transfer,True,70,8669,False
2576,1305,debit_card,True,89,9420,False
2577,1306,digital_wallet,True,40,7535,False
2578,1306,digital_wallet,True,35,3402,True
2579,1307,bank_transfer,True,660,,False
2580,1307,bank_transfer,False,201,,False
2581,1307,bank_transfer,True,343,7517,False
2582,1308,bank_transfer,True,39,8732,True
2583,1309,credit_card,True,652,,False
2584,1309,debit_card,True,127,5300,False
2585,1309,paypal,True,244,5424,False
2586,1310,digital_wallet,True,22,5287,False
2587,1310,credit_card,True,1,9428,False
2588,1311,credit_card,True,447,1645,False
2589,1311,credit_card,True,371,5673,False
2590,1311,digital_wallet,True,218,8252,False
2591,1312,paypal,True,332,1879,False
2592,1312,digital_wallet,False,18,1839,False
2593,1313,digital_wallet,True,509,1460,False
2594,1314,paypal,True,153,8758,False
2595,1315,digital_wallet,True,44,,False
2596,1315,digital_wallet,True,12,8711,False
2597,1315,bank_transfer,True,39,,False
2598,1316,debit_card,True,684,7918,False
2599,1316,paypal,True,925,,False
2600,1316,digital_wallet,True,786,5225,False
2601,1317,bank_transfer,False,86,,False
2602,1318,credit_card,True,150,7002,False
2603,1318,debit_card,True,97,4764,True
2604,1318,bank_transfer,True,385,8328,False
2605,1319,credit_card,True,97,6246,False
2606,1320,paypal,True,15,1760,False
2607,1321,bank_transfer,True,371,2291,False
2608,1321,digital_wallet,True,18,,True
2609,1321,bank_transfer,True,258,,False
2610,1322,paypal,True,66,8155,False
2611,1322,debit_card,True,196,8231,False
2612,1322,credit_card,True,30,1929,True
2613,1323,credit_card,True,710,5100,False
2614,1323,digital_wallet,True,524,6267,False
2615,1323,debit_card,True,79,7751,False
2616,1324,debit_card,True,233,9714,False
2617,1324,debit_card,True,80,7858,False
2618,1324,debit_card,True,254,,True
2619,1325,digital_wallet,True,21,8934,True
2620,1325,digital_wallet,True,14,,False
2621,1326,paypal,True,350,9844,False
2622,1326,paypal,True,3,,False
2623,1327,digital_wallet,True,124,8773,True
2624,1327,paypal,True,21,8504,False
2625,1328,paypal,True,829,3360,False
2626,1328,bank_transfer,True,434,8010,False
2627,1329,bank_transfer,True,634,9876,False
2628,1329,paypal,True,339,,False
2629,1329,paypal,True,777,4860,False
2630,1330,digital_wallet,True,140,4490,False
2631,1331,bank_transfer,True,10,,False
2632,1332,paypal,True,54,5082,False
2633,1332,paypal,False,40,9650,False
2634,1332,bank_transfer,True,63,6725,False
2635,1333,digital_wallet,True,53,3229,False
2636,1334,bank_transfer,True,128,,False
2637,1334,paypal,True,62,2673,False
2638,1334,bank_transfer,True,268,5907,False
2639,1335,debit_card,True,451,9061,False
2640,1336,paypal,True,166,,True
2641,1336,credit_card,True,193,2722,False
2642,1337,bank_transfer,True,2,4047,False
2643,1338,credit_card,True,409,7818,False
2644,1338,paypal,True,153,9366,False
2645,1339,bank_transfer,True,363,5857,False
2646,1339,digital_wallet,True,170,3883,False
2647,1340,digital_wallet,True,536,1679,True
2648,1341,paypal,True,629,9617,False
2649,1341,debit_card,True,514,9726,True
2650,1342,debit_card,True,169,,False
2651,1342,digital_wallet,True,86,8541,False
2652,1343,debit_card,True,172,1274,False
2653,1343,digital_wallet,True,391,5800,False
2654,1343,bank_transfer,True,767,3231,False
2655,1344,debit_card,True,347,9670,False
2656,1344,debit_card,True,30,,False
2657,1344,digital_wallet,True,460,,False
2658,1345,bank_transfer,True,4,,False
2659,1346,paypal,True,178,6605,True
2660,1347,bank_transfer,True,133,1598,False
2661,1348,paypal,True,68,8697,False
2662,1348,bank_transfer,True,100,,False
2663,1349,bank_transfer,True,89,1371,False
2664,1350,debit_card,True,43,6533,False
2665,1351,debit_card,True,744,8370,True
2666,1351,credit_card,True,665,,False
2667,1352,paypal,True,36,7903,False
2668,1352,bank_transfer,True,205,,False
2669,1353,paypal,True,3,5563,False
2670,1353,bank_transfer,True,68,4739,False
2671,1354,debit_card,True,37,,False
2672,1354,bank_transfer,True,239,,False
2673,1354,debit_card,True,83,5288,True
2674,1355,debit_card,True,286,1520,False
2675,1355,digital_wallet,False,569,1969,False
2676,1355,debit_card,True,49,5013,False
2677,1356,digital_wallet,True,124,7159,False
2678,1357,digital_wallet,True,435,6250,True
2679,1358,credit_card,True,2,1277,True
2680,1358,debit_card,True,4,4239,False
2681,1358,bank_transfer,True,3,9380,False
2682,1359,paypal,True,391,7030,False
2683,1360,paypal,True,303,6580,False
2684,1360,paypal,True,380,,False
2685,1360,bank_transfer,True,246,,False
2686,1361,digital_wallet,True,308,5689,True
2687,1362,debit_card,True,89,3146,False
2688,1362,debit_card,True,94,2010,True
2689,1362,digital_wallet,True,199,9202,False
2690,1363,credit_card,True,81,4030,False
2691,1364,paypal,True,364,1983,False
2692,1364,debit_card,False,341,7319,False
2693,1365,digital_wallet,True,7,9960,False
2694,1365,paypal,True,49,4964,False
2695,1366,paypal,True,583,,False
2696,1367,bank_transfer,True,792,,False
2697,1367,digital_wallet,True,23,,False
2698,1367,credit_card,True,565,3699,False
2699,1368,credit_card,True,73,5625,True
2700,1368,credit_card,True,33,,True
2701,1368,paypal,True,20,1133,False
2702,1369,credit_card,False,801,,False
2703,1369,paypal,True,239,7011,False
2704,1369,digital_wallet,True,616,3881,True
2705,1370,debit_card,True,90,5757,False
2706,1370,debit_card,True,120,,False
2707,1371,digital_wallet,True,105,,False
2708,1372,digital_wallet,True,79,,False
2709,1373,digital_wallet,False,18,7223,False
2710,1373,debit_card,True,12,,False
2711,1373,digital_wallet,True,19,,False
2712,1374,bank_transfer,True,165,4389,False
2713,1374,bank_transfer,True,120,7532,False
2714,1374,bank_transfer,True,36,,True
2715,1375,credit_card,True,577,9293,False
2716,1376,credit_card,True,165,,False
2717,1376,debit_card,True,12,,False
2718,1377,bank_transfer,True,29,,True
2719,1377,paypal,True,401,,False
2720,1377,debit_card,True,721,8524,False
2721,1378,debit_card,True,388,,False
2722,1379,digital_wallet,True,329,2520,False
2723,1380,paypal,True,113,8200,True
2724,1380,digital_wallet,True,385,4371,False
2725,1380,credit_card,True,946,,False
2726,1381,bank_transfer,True,612,5023,True
2727,1381,debit_card,True,785,,False
2728,1382,digital_wallet,True,41,1432,False
2729,1383,digital_wallet,True,13,5090,False
2730,1384,bank_transfer,True,32,9757,False
2731,1384,digital_wallet,True,555,3803,False
2732,1385,digital_wallet,True,3,3328,False
2733,1385,debit_card,True,278,6532,False
2734,1386,debit_card,True,116,2873,True
2735,1386,debit_card,True,25,9509,True
2736,1387,digital_wallet,True,423,4202,False
2737,1388,debit_card,True,395,9714,False
2738,1388,bank_transfer,True,483,,False
2739,1388,paypal,True,863,8857,True
2740,1389,bank_transfer,False,237,3134,False
2741,1389,paypal,True,469,3763,False
2742,1390,paypal,True,2,5946,False
2743,1390,paypal,True,12,,False
2744,1391,paypal,True,58,7213,True
2745,1391,bank_transfer,False,276,,False
2746,1392,credit_card,True,385,,False
2747,1393,paypal,True,12,5417,False
2748,1393,debit_card,True,133,9204,True
2749,1394,debit_card,True,131,2466,True
2750,1394,paypal,True,102,5467,False
2751,1395,digital_wallet,True,347,7721,False
2752,1395,credit_card,False,237,2519,False
2753,1396,debit_card,True,71,3454,True
2754,1396,digital_wallet,True,193,5375,False
2755,1397,bank_transfer,False,745,4402,False
2756,1397,paypal,True,548,1906,True
2757,1397,bank_transfer,True,696,,False
2758,1398,bank_transfer,True,44,6909,False
2759,1399,paypal,False,211,1315,False
2760,1400,paypal,True,288,,False
2761,1400,credit_card,True,238,,False
2762,1400,paypal,True,293,6494,True
2763,1401,digital_wallet,True,93,5179,False
2764,1402,paypal,True,37,,False
2765,1402,paypal,True,31,3136,False
2766,1402,credit_card,True,1,,True
2767,1403,bank_transfer,True,69,,False
2768,1403,paypal,True,292,4837,False
2769,1403,debit_card,True,420,3659,False
2770,1404,credit_card,True,499,1756,False
2771,1404,digital_wallet,True,477,2694,False
2772,1404,paypal,True,291,2227,False
2773,1405,digital_wallet,False,139,5617,False
2774,1406,paypal,True,126,3453,False
2775,1406,debit_card,True,278,8919,False
2776,1407,bank_transfer,True,736,3042,False
2777,1407,bank_transfer,False,284,7199,False
2778,1407,credit_card,True,968,6597,False
2779,1408,digital_wallet,True,67,8679,True
2780,1409,credit_card,True,72,1033,False
2781,1409,bank_transfer,True,30,,False
2782,1409,bank_transfer,True,66,2338,True
2783,1410,credit_card,True,124,8495,False
2784,1410,bank_transfer,True,155,,False
2785,1410,digital_wallet,True,265,6512,True
2786,1411,paypal,True,989,9119,False
2787,1412,credit_card,True,574,6580,False
2788,1413,credit_card,True,41,1504,False
2789,1413,bank_transfer,True,43,1989,False
2790,1414,debit_card,True,3,6907,True
2791,1414,debit_card,True,71,6914,False
2792,1414,digital_wallet,True,52,,False
2793,1415,debit_card,False,4,8739,False
2794,1415,credit_card,True,152,5029,False
2795,1415,digital_wallet,True,136,7830,True
2796,1416,debit_card,True,116,,False
2797,1416,digital_wallet,True,18,9435,False
2798,1416,bank_transfer,True,80,5988,False
2799,1417,digital_wallet,True,1,1971,True
2800,1417,paypal,True,3,7471,False
2801,1418,paypal,True,405,2471,False
2802,1419,bank_transfer,True,14,5447,False
2803,1419,credit_card,True,1,,False
2804,1419,credit_card,True,20,,True
2805,1420,credit_card,True,116,,False
2806,1420,paypal,True,463,7082,True
2807,1421,credit_card,True,627,8560,False
2808,1422,bank_transfer,True,11,,False
2809,1422,debit_card,True,38,,False
2810,1423,paypal,True,129,4278,False
2811,1423,credit_card,True,608,,False
2812,1424,digital_wallet,True,418,4180,False
2813,1425,debit_card,True,265,,True
2814,1425,digital_wallet,True,164,,False
2815,1426,debit_card,True,3,4406,False
2816,1427,credit_card,True,966,,False
2817,1428,paypal,True,107,1557,False
2818,1428,debit_card,True,137,,True
2819,1429,digital_wallet,True,648,9431,False
2820,1430,debit_card,True,85,8976,True
2821,1430,paypal,True,13,8207,False
2822,1431,paypal,True,658,2862,False
2823,1431,bank_transfer,True,675,7326,False
2824,1431,paypal,True,366,3360,False
2825,1432,debit_card,True,553,3577,False
2826,1432,debit_card,False,212,8377,False
2827,1433,paypal,True,543,5310,False
2828,1433,debit_card,True,570,1622,False
2829,1433,digital_wallet,True,933,9484,True
2830,1434,paypal,True,711,,False
2831,1434,digital_wallet,True,384,7891,True
2832,1434,credit_card,True,799,1489,False
2833,1435,digital_wallet,True,445,1603,False
2834,1436,bank_transfer,True,153,2533,True
2835,1436,bank_transfer,True,273,,False
2836,1437,credit_card,True,46,,False
2837,1437,bank_transfer,True,439,3501,False
2838,1438,debit_card,True,103,8237,False
2839,1438,debit_card,True,107,5213,False
2840,1439,digital_wallet,True,206,6249,False
2841,1439,bank_transfer,True,371,7029,False
2842,1439,bank_transfer,True,526,,False
