user_id,account_age_days,total_past_orders,age,location,email_domain,registration_device,registration_ip,last_login_days_ago
964,108,4,29,Vietnam,yahoo.com,mobile,29.182.64.87,66
965,95,6,79,Kazakhstan,gmail.com,desktop,176.177.220.7,8
966,953,40,73,Tunisia,gmail.com,desktop,161.219.0.131,39
967,671,24,23,Moldova,gmail.com,tablet,158.253.19.130,58
968,17,0,41,Tuvalu,yahoo.com,mobile,142.69.180.21,37
969,623,24,65,Israel,gmail.com,tablet,32.132.74.96,31
970,951,26,41,Canada,yahoo.com,tablet,63.62.90.205,63
971,401,10,64,Saint Kitts and Nevis,gmail.com,tablet,57.107.93.89,31
972,309,9,18,Samoa,yahoo.com,desktop,199.169.69.241,3
973,478,16,52,Jersey,yahoo.com,desktop,27.58.92.36,81
974,20,0,78,Serbia,yahoo.com,desktop,90.109.169.135,0
975,771,29,72,Oman,hotmail.com,tablet,205.208.13.105,39
976,213,10,31,British Virgin Islands,yahoo.com,tablet,63.45.73.71,30
977,860,32,49,Malta,hotmail.com,mobile,111.28.99.50,18
978,574,20,23,Tunisia,gmail.com,mobile,150.22.110.63,29
979,1065,38,44,Uruguay,gmail.com,tablet,135.230.184.22,47
980,939,36,80,British Virgin Islands,hotmail.com,tablet,72.4.32.185,10
981,196,5,50,Falkland Islands (Malvinas),hotmail.com,mobile,69.8.105.162,81
982,808,23,22,Angola,gmail.com,tablet,147.24.14.69,72
983,128,3,45,Eritrea,hotmail.com,tablet,67.208.188.198,16
984,485,18,36,Kyrgyz Republic,yahoo.com,desktop,69.177.188.207,40
985,805,24,62,Guyana,yahoo.com,tablet,187.33.244.131,41
986,652,27,46,Ghana,yahoo.com,desktop,67.60.103.2,29
987,153,2,78,Saint Kitts and Nevis,hotmail.com,mobile,8.238.103.115,17
988,224,9,27,Cuba,gmail.com,mobile,174.58.231.134,21
989,921,36,47,Panama,hotmail.com,desktop,126.40.158.16,52
990,248,6,52,Egypt,hotmail.com,desktop,164.168.69.171,26
991,926,33,37,Kazakhstan,gmail.com,desktop,12.64.2.79,33
992,246,15,23,Vietnam,yahoo.com,mobile,9.27.212.103,87
993,624,23,70,Kuwait,hotmail.com,tablet,202.197.215.46,89
994,83,2,31,Guadeloupe,gmail.com,desktop,29.110.17.235,18
995,187,9,63,Bermuda,yahoo.com,mobile,5.191.29.164,45
996,812,23,50,Botswana,yahoo.com,mobile,19.27.214.237,86
997,613,22,34,El Salvador,hotmail.com,mobile,122.62.45.186,3
998,829,22,72,Saint Pierre and Miquelon,hotmail.com,desktop,69.184.196.176,71
999,512,16,24,Eritrea,hotmail.com,desktop,221.222.14.163,13
1000,287,11,25,Montenegro,yahoo.com,mobile,7.207.155.166,7
1001,456,10,26,Romania,yahoo.com,mobile,164.217.190.153,51
1002,763,22,61,Antarctica (the territory South of 60 deg S),hotmail.com,tablet,23.66.46.240,82
1003,173,4,55,Luxembourg,hotmail.com,tablet,21.111.83.214,33
1004,154,6,19,Ukraine,gmail.com,mobile,221.55.98.139,25
1005,909,25,69,New Zealand,yahoo.com,mobile,19.167.7.169,11
1006,680,19,25,Haiti,hotmail.com,mobile,138.44.68.143,59
1007,104,1,28,Korea,yahoo.com,tablet,186.73.74.42,55
1008,809,35,49,Liechtenstein,gmail.com,mobile,192.64.254.63,48
1009,874,36,29,Cuba,hotmail.com,desktop,45.137.123.128,27
1010,384,11,35,French Guiana,gmail.com,desktop,41.252.77.63,57
1011,305,5,20,Haiti,gmail.com,tablet,85.87.30.231,79
1012,504,9,59,El Salvador,yahoo.com,desktop,18.56.144.208,63
1013,844,23,74,Ukraine,yahoo.com,tablet,70.110.181.1,61
1014,125,2,23,United States Virgin Islands,yahoo.com,desktop,45.17.0.245,49
1015,282,10,44,Myanmar,yahoo.com,mobile,171.167.223.136,82
1016,1077,31,33,Namibia,yahoo.com,tablet,91.23.58.245,69
1017,40,1,42,Kiribati,gmail.com,tablet,166.26.104.45,45
1018,983,27,52,Uganda,hotmail.com,desktop,147.233.191.149,44
1019,1029,27,38,Palau,yahoo.com,desktop,168.204.122.212,34
1020,369,17,19,Slovakia (Slovak Republic),yahoo.com,desktop,36.249.179.87,76
1021,449,8,19,South Georgia and the South Sandwich Islands,gmail.com,desktop,151.15.106.49,7
1022,967,29,51,Italy,hotmail.com,desktop,96.28.126.81,74
1023,477,20,80,Finland,hotmail.com,mobile,123.3.150.44,12
1024,508,18,60,Grenada,hotmail.com,mobile,19.114.22.166,34
1025,1093,29,70,Denmark,hotmail.com,tablet,23.79.175.234,7
1026,450,12,54,Gabon,hotmail.com,desktop,100.171.226.175,45
1027,356,6,29,United Arab Emirates,hotmail.com,mobile,215.99.58.201,75
1028,652,19,69,Chile,gmail.com,tablet,70.155.138.162,89
1029,735,14,76,Liberia,hotmail.com,tablet,208.83.71.81,3
1030,721,23,78,Romania,yahoo.com,tablet,13.120.52.93,72
1031,292,17,54,Slovenia,hotmail.com,mobile,172.152.73.254,63
1032,633,20,29,Croatia,hotmail.com,desktop,30.50.165.136,4
1033,185,5,21,China,yahoo.com,mobile,145.125.54.217,77
1034,449,16,19,Austria,yahoo.com,tablet,21.167.172.126,61
1035,2,0,39,Saint Martin,gmail.com,tablet,72.217.211.84,25
1036,268,8,39,Kazakhstan,yahoo.com,tablet,59.21.12.107,22
1037,663,18,21,Mayotte,gmail.com,mobile,50.76.227.33,18
1038,291,13,67,Hungary,hotmail.com,mobile,82.167.110.240,67
1039,748,28,79,Bosnia and Herzegovina,yahoo.com,mobile,148.131.213.222,47
1040,811,23,55,Netherlands Antilles,gmail.com,mobile,37.47.147.200,43
1041,619,25,38,Saint Pierre and Miquelon,yahoo.com,mobile,19.173.127.124,20
1042,895,34,68,Latvia,gmail.com,tablet,67.179.47.183,62
1043,650,21,29,Belarus,yahoo.com,tablet,141.101.91.21,71
1044,731,16,32,Norway,gmail.com,tablet,184.180.174.57,75
1045,360,18,42,Bolivia,yahoo.com,desktop,211.168.229.254,88
1046,604,17,26,Philippines,yahoo.com,mobile,36.175.152.249,0
1047,802,26,72,Luxembourg,hotmail.com,tablet,50.156.245.190,4
1048,373,15,56,Gabon,yahoo.com,desktop,64.73.18.252,78
1049,453,15,58,Haiti,yahoo.com,tablet,182.203.142.38,13
1050,1017,39,27,Central African Republic,yahoo.com,desktop,93.109.218.74,9
1051,488,21,40,Latvia,yahoo.com,desktop,215.238.116.177,21
1052,182,2,70,Kenya,gmail.com,tablet,172.69.100.91,85
1053,688,23,46,Grenada,gmail.com,mobile,179.116.110.139,33
1054,430,20,33,Romania,yahoo.com,tablet,101.179.218.180,8
1055,718,24,34,Ghana,hotmail.com,mobile,38.206.198.215,0
1056,99,0,42,Greece,gmail.com,desktop,103.190.230.219,53
1057,341,12,74,Belize,hotmail.com,desktop,68.198.118.61,63
1058,776,32,40,Germany,gmail.com,tablet,177.165.185.22,48
1059,208,3,71,Nigeria,gmail.com,desktop,178.223.60.51,73
1060,462,18,28,Jersey,gmail.com,desktop,47.167.62.121,9
1061,69,2,36,Micronesia,yahoo.com,mobile,13.67.212.90,40
1062,535,16,78,Sudan,gmail.com,mobile,187.114.127.154,9
1063,701,22,28,Tokelau,hotmail.com,desktop,170.21.27.14,20
1064,154,6,53,Christmas Island,yahoo.com,mobile,21.112.198.91,43
1065,989,22,63,Guinea,yahoo.com,mobile,22.198.103.118,55
1066,338,15,56,Haiti,hotmail.com,desktop,182.61.48.39,20
1067,110,3,24,Liberia,yahoo.com,desktop,211.164.215.244,26
1068,390,22,44,Norway,yahoo.com,tablet,183.155.25.107,70
1069,544,26,60,Martinique,yahoo.com,desktop,46.234.125.47,38
1070,487,18,24,Gibraltar,hotmail.com,mobile,196.190.53.213,50
1071,1006,30,27,Brunei Darussalam,yahoo.com,mobile,191.123.0.253,46
1072,8,2,45,Jordan,gmail.com,mobile,36.215.200.66,37
1073,984,29,30,United Arab Emirates,hotmail.com,mobile,123.16.146.204,3
1074,424,24,28,Guam,hotmail.com,tablet,16.241.63.66,37
1075,168,6,48,Saudi Arabia,hotmail.com,mobile,217.12.250.188,39
1076,815,26,48,Somalia,hotmail.com,desktop,189.129.94.147,84
1077,543,16,23,Faroe Islands,gmail.com,tablet,50.130.235.182,69
1078,794,36,29,Italy,hotmail.com,desktop,222.175.204.17,48
1079,757,23,29,Svalbard & Jan Mayen Islands,hotmail.com,desktop,168.221.68.41,5
1080,540,10,46,Greece,gmail.com,desktop,137.169.1.255,33
1081,464,11,71,Korea,hotmail.com,desktop,62.179.189.85,72
1082,127,4,27,Guatemala,yahoo.com,tablet,156.84.40.145,85
1083,199,9,23,Wallis and Futuna,gmail.com,tablet,47.236.136.30,44
1084,848,23,80,Trinidad and Tobago,hotmail.com,tablet,79.59.242.160,29
1085,125,7,71,Guernsey,gmail.com,desktop,210.161.197.178,66
1086,858,23,79,Martinique,hotmail.com,tablet,201.246.79.23,87
1087,973,30,54,Estonia,hotmail.com,mobile,60.123.235.220,60
1088,613,25,23,Paraguay,gmail.com,desktop,223.45.215.134,4
1089,1029,39,54,Timor-Leste,yahoo.com,tablet,123.67.216.155,73
1090,302,8,25,Uruguay,gmail.com,desktop,51.105.106.220,22
1091,343,9,80,Timor-Leste,yahoo.com,mobile,131.178.200.170,24
1092,259,12,20,Denmark,gmail.com,desktop,52.103.214.146,10
1093,892,28,30,Jordan,hotmail.com,tablet,147.70.9.83,18
1094,529,22,38,Costa Rica,hotmail.com,tablet,95.74.101.46,8
1095,179,5,42,Yemen,gmail.com,tablet,121.188.162.65,50
1096,668,24,72,French Southern Territories,yahoo.com,desktop,158.26.241.118,66
1097,939,32,76,Romania,hotmail.com,mobile,63.109.213.24,89
1098,1071,29,68,Uganda,hotmail.com,desktop,155.97.112.94,14
1099,849,25,27,Tokelau,gmail.com,mobile,27.66.18.166,72
1100,206,7,77,Micronesia,yahoo.com,mobile,85.170.248.88,72
1101,207,9,68,Sao Tome and Principe,gmail.com,desktop,140.15.19.34,68
1102,705,21,74,Nepal,hotmail.com,desktop,35.171.180.37,33
1103,785,31,59,Djibouti,hotmail.com,desktop,40.21.101.104,73
1104,969,27,20,Bahrain,hotmail.com,mobile,84.170.110.137,35
1105,826,27,27,Mozambique,gmail.com,tablet,135.180.152.250,77
1106,823,33,20,Greenland,yahoo.com,desktop,105.179.169.156,42
1107,487,15,21,Cameroon,yahoo.com,tablet,182.11.181.175,60
1108,551,23,75,Norfolk Island,gmail.com,desktop,79.184.249.185,2
1109,692,22,70,Andorra,yahoo.com,desktop,164.191.229.203,39
1110,575,27,71,Saint Pierre and Miquelon,yahoo.com,desktop,65.54.234.222,89
1111,202,6,80,Pakistan,hotmail.com,mobile,118.38.234.96,17
1112,616,21,80,Cape Verde,yahoo.com,tablet,203.166.114.181,56
1113,658,13,35,Bosnia and Herzegovina,gmail.com,tablet,185.22.83.41,53
1114,183,5,30,Heard Island and McDonald Islands,yahoo.com,desktop,197.242.18.14,27
1115,834,29,65,Jordan,hotmail.com,desktop,2.227.217.149,66
1116,766,27,70,Korea,hotmail.com,mobile,166.80.201.219,65
1117,326,8,22,Kuwait,gmail.com,desktop,20.114.22.5,90
1118,1038,32,43,Iceland,gmail.com,mobile,76.36.18.2,67
1119,60,2,29,Sudan,gmail.com,mobile,4.216.145.214,25
1120,119,2,33,Vanuatu,gmail.com,mobile,221.94.41.165,58
1121,104,2,76,Guinea,yahoo.com,desktop,61.82.176.26,90
1122,408,14,35,United States of America,yahoo.com,desktop,116.106.234.168,59
1123,1035,34,43,Uzbekistan,hotmail.com,tablet,150.51.241.214,15
1124,63,5,33,Jersey,gmail.com,desktop,31.146.147.118,62
1125,914,33,29,Saint Pierre and Miquelon,gmail.com,desktop,192.124.71.185,75
1126,717,28,40,Dominican Republic,yahoo.com,mobile,86.150.30.11,33
1127,186,9,36,Greenland,gmail.com,mobile,29.208.1.229,49
1128,102,5,28,Sri Lanka,hotmail.com,tablet,47.61.102.5,27
1129,454,16,59,Sweden,gmail.com,mobile,14.70.163.91,86
1130,424,5,35,Martinique,hotmail.com,tablet,113.47.193.128,52
1131,1052,39,19,Congo,yahoo.com,tablet,31.186.152.103,1
1132,971,35,76,Trinidad and Tobago,yahoo.com,mobile,114.181.142.67,82
1133,355,19,56,Jersey,yahoo.com,mobile,181.46.240.191,28
1134,517,21,56,United Arab Emirates,yahoo.com,desktop,104.95.115.82,90
1135,564,20,45,Mayotte,hotmail.com,desktop,9.188.23.236,44
1136,941,35,34,Israel,yahoo.com,mobile,63.241.162.182,59
1137,619,30,61,Mongolia,yahoo.com,tablet,90.123.216.214,79
1138,814,29,55,New Zealand,gmail.com,mobile,114.71.58.59,0
1139,1048,31,60,Guatemala,hotmail.com,desktop,216.121.83.93,71
1140,579,18,37,Portugal,hotmail.com,tablet,213.221.192.132,13
1141,987,26,22,French Guiana,yahoo.com,desktop,46.136.187.3,35
1142,666,14,73,Holy See (Vatican City State),gmail.com,desktop,188.174.26.133,33
1143,612,13,30,Saint Martin,hotmail.com,mobile,108.181.25.148,66
1144,493,18,75,Cape Verde,yahoo.com,mobile,192.163.208.137,76
1145,828,22,60,Guernsey,yahoo.com,desktop,32.73.108.131,87
1146,287,8,64,Mozambique,hotmail.com,mobile,138.152.216.222,83
1147,1019,32,36,Norway,gmail.com,desktop,133.240.161.232,53
1148,829,29,42,India,gmail.com,tablet,184.119.191.179,4
1149,389,16,39,Qatar,yahoo.com,tablet,166.224.148.165,28
1150,1095,35,58,Greenland,yahoo.com,desktop,21.160.105.236,85
1151,735,25,50,Rwanda,yahoo.com,desktop,189.219.95.237,21
1152,371,15,36,Sweden,hotmail.com,mobile,109.229.180.254,60
1153,263,8,65,Cayman Islands,hotmail.com,desktop,137.28.76.59,71
1154,375,7,78,Swaziland,hotmail.com,tablet,210.171.110.39,42
1155,183,5,32,Sri Lanka,hotmail.com,desktop,167.80.189.174,28
1156,629,21,44,Philippines,hotmail.com,desktop,90.113.219.96,47
1157,534,16,55,Argentina,yahoo.com,desktop,171.161.198.76,59
1158,242,7,48,Korea,hotmail.com,mobile,166.150.158.0,81
1159,146,3,48,Mongolia,gmail.com,mobile,122.106.30.138,64
1160,246,6,73,Zimbabwe,gmail.com,tablet,155.119.26.213,48
1161,1086,45,37,Pakistan,hotmail.com,desktop,111.108.142.44,6
1162,309,7,26,Sri Lanka,gmail.com,mobile,189.248.137.197,43
1163,839,24,54,Solomon Islands,gmail.com,desktop,114.185.163.42,18
1164,648,27,73,Brunei Darussalam,gmail.com,tablet,3.219.124.86,23
1165,166,6,49,Morocco,yahoo.com,desktop,70.240.60.94,80
1166,363,14,38,Saint Kitts and Nevis,gmail.com,tablet,85.166.61.217,7
1167,10,1,46,Djibouti,hotmail.com,desktop,63.84.160.91,26
1168,346,11,54,Peru,hotmail.com,mobile,200.64.67.159,62
1169,181,9,26,Gambia,hotmail.com,tablet,114.152.181.18,55
1170,880,34,43,Tanzania,gmail.com,desktop,136.22.61.237,61
1171,786,32,18,Dominican Republic,gmail.com,mobile,211.242.80.152,68
1172,409,11,64,Belgium,hotmail.com,desktop,152.200.128.178,1
1173,660,26,66,Senegal,gmail.com,tablet,14.106.96.250,24
1174,37,1,61,Australia,yahoo.com,mobile,1.55.138.207,80
1175,510,19,32,Ecuador,gmail.com,tablet,218.80.215.115,44
1176,640,19,26,Mozambique,gmail.com,mobile,33.5.144.41,49
1177,1031,36,55,Sri Lanka,yahoo.com,desktop,204.12.14.249,21
1178,134,5,70,Martinique,hotmail.com,mobile,52.153.238.243,38
1179,596,22,47,Venezuela,gmail.com,tablet,109.91.159.241,66
1180,1074,38,39,Cuba,yahoo.com,desktop,132.122.27.49,87
1181,275,5,39,Romania,yahoo.com,desktop,125.14.230.28,45
1182,386,15,28,China,yahoo.com,desktop,38.121.174.217,2
1183,468,15,32,Portugal,yahoo.com,tablet,166.65.121.230,16
1184,433,12,64,Czech Republic,yahoo.com,mobile,213.248.89.192,75
1185,1034,30,28,Mauritius,gmail.com,mobile,162.222.147.170,46
1186,77,3,42,Palestinian Territory,hotmail.com,tablet,214.252.139.63,32
1187,100,3,56,Panama,hotmail.com,mobile,125.196.167.196,84
1188,222,6,59,Mauritania,hotmail.com,mobile,110.180.215.140,6
1189,238,13,44,Togo,hotmail.com,desktop,215.248.35.211,48
1190,254,2,53,Ghana,yahoo.com,desktop,74.149.225.42,60
1191,314,12,31,Liberia,yahoo.com,tablet,87.25.129.188,87
1192,20,1,37,North Macedonia,gmail.com,desktop,211.119.144.44,84
1193,207,6,60,Sao Tome and Principe,gmail.com,tablet,49.243.126.190,34
1194,281,8,44,Chad,yahoo.com,mobile,209.187.78.14,65
1195,242,7,36,American Samoa,hotmail.com,mobile,109.244.24.35,13
1196,1020,34,30,Cayman Islands,yahoo.com,tablet,78.32.68.65,25
1197,539,19,71,Niue,gmail.com,tablet,163.238.179.214,25
1198,734,26,63,United States of America,hotmail.com,desktop,54.7.230.215,37
1199,329,8,20,Japan,yahoo.com,tablet,162.176.51.163,63
1200,426,12,62,Tokelau,hotmail.com,desktop,213.133.154.232,42
1201,481,15,18,Wallis and Futuna,hotmail.com,mobile,51.132.27.27,85
1202,183,10,76,Norway,yahoo.com,mobile,148.91.43.195,73
1203,1012,36,27,Serbia,hotmail.com,mobile,48.233.10.28,65
1204,154,9,64,French Guiana,yahoo.com,tablet,210.104.87.233,12
1205,525,15,59,Mali,gmail.com,mobile,20.50.33.208,58
1206,607,22,34,United Kingdom,yahoo.com,desktop,135.193.216.135,6
1207,205,5,70,Tanzania,hotmail.com,mobile,41.233.76.148,5
1208,596,20,41,Wallis and Futuna,yahoo.com,tablet,38.52.89.46,40
1209,873,18,65,Malta,yahoo.com,mobile,97.113.213.168,12
1210,94,4,18,Morocco,hotmail.com,mobile,117.213.86.134,84
1211,350,14,39,United Kingdom,yahoo.com,desktop,93.198.178.218,56
1212,550,16,74,Morocco,gmail.com,tablet,222.197.157.99,11
1213,764,33,70,New Zealand,gmail.com,desktop,57.192.149.52,23
1214,234,10,43,Namibia,gmail.com,desktop,212.130.56.102,58
1215,557,16,71,Iran,yahoo.com,desktop,37.116.185.193,88
1216,980,37,69,Faroe Islands,yahoo.com,desktop,74.133.133.119,83
1217,342,10,25,Lao People's Democratic Republic,yahoo.com,mobile,110.228.85.209,89
1218,121,5,80,Marshall Islands,yahoo.com,mobile,133.110.204.60,13
1219,853,21,76,Gambia,gmail.com,tablet,170.180.172.52,61
1220,898,46,29,Finland,gmail.com,tablet,174.98.75.52,48
1221,735,15,57,Heard Island and McDonald Islands,yahoo.com,mobile,217.80.83.72,87
1222,268,10,48,Fiji,yahoo.com,desktop,23.82.73.156,14
1223,843,31,46,United States Virgin Islands,gmail.com,mobile,5.240.40.18,8
1224,536,20,59,Macao,hotmail.com,desktop,57.41.128.193,1
1225,1075,29,67,New Caledonia,gmail.com,tablet,31.118.153.226,73
1226,459,16,80,Vietnam,yahoo.com,tablet,69.215.179.123,43
1227,1064,34,51,Iraq,hotmail.com,tablet,133.68.11.36,89
1228,196,4,45,Kuwait,hotmail.com,tablet,109.133.96.4,31
1229,987,21,40,Albania,hotmail.com,tablet,161.242.196.177,86
1230,789,28,27,United States Minor Outlying Islands,yahoo.com,tablet,130.117.200.21,78
1231,112,4,18,United Kingdom,hotmail.com,tablet,185.197.171.180,20
1232,1036,36,72,Holy See (Vatican City State),yahoo.com,desktop,37.112.201.206,63
1233,339,10,22,Jersey,yahoo.com,desktop,145.240.174.18,41
1234,494,11,39,New Caledonia,hotmail.com,desktop,24.237.134.114,6
1235,1039,33,32,Hungary,yahoo.com,tablet,22.222.86.27,82
1236,776,30,43,Burkina Faso,hotmail.com,mobile,121.120.27.205,10
1237,941,37,46,Bouvet Island (Bouvetoya),hotmail.com,tablet,55.36.253.232,57
1238,181,9,72,Armenia,gmail.com,desktop,6.229.165.141,57
1239,648,25,25,Saint Vincent and the Grenadines,gmail.com,desktop,55.148.128.213,83
1240,37,1,24,Guernsey,hotmail.com,desktop,193.75.230.150,52
1241,74,6,53,Uruguay,hotmail.com,tablet,77.72.127.123,0
1242,187,5,68,Greece,gmail.com,tablet,203.200.157.3,79
1243,624,23,74,Cambodia,yahoo.com,tablet,54.189.109.246,71
1244,424,20,59,South Africa,hotmail.com,tablet,208.209.16.219,58
1245,699,19,41,Austria,hotmail.com,mobile,67.178.130.14,28
1246,931,37,39,Canada,hotmail.com,tablet,68.12.104.247,79
1247,969,30,63,Micronesia,yahoo.com,tablet,3.47.114.131,46
1248,927,32,25,Western Sahara,gmail.com,mobile,204.81.159.29,84
1249,455,17,18,Palestinian Territory,yahoo.com,desktop,75.103.168.61,45
1250,598,21,53,North Macedonia,hotmail.com,tablet,86.11.94.106,47
1251,218,7,20,Heard Island and McDonald Islands,yahoo.com,mobile,74.192.81.203,63
1252,288,8,70,Sao Tome and Principe,hotmail.com,tablet,212.249.237.16,52
1253,220,5,34,American Samoa,gmail.com,tablet,164.247.80.164,25
1254,385,11,25,Botswana,yahoo.com,desktop,180.155.50.209,27
1255,937,24,70,Germany,gmail.com,mobile,74.17.168.97,43
1256,221,7,66,Paraguay,gmail.com,desktop,44.254.68.43,5
1257,253,5,67,Nicaragua,hotmail.com,desktop,142.159.249.78,58
1258,1033,31,26,Spain,gmail.com,desktop,90.67.77.62,0
1259,1087,29,65,Montenegro,hotmail.com,mobile,19.215.215.54,70
1260,887,22,71,Saint Pierre and Miquelon,gmail.com,tablet,15.209.83.240,61
1261,1042,30,67,Kyrgyz Republic,gmail.com,mobile,74.133.201.247,88
1262,356,19,64,Portugal,hotmail.com,mobile,33.159.191.234,13
1263,794,25,60,Reunion,hotmail.com,tablet,29.207.236.105,77
1264,660,14,50,Martinique,yahoo.com,desktop,166.176.87.231,53
1265,509,19,35,Sweden,hotmail.com,desktop,34.165.204.0,43
1266,603,19,46,Guinea-Bissau,yahoo.com,mobile,97.224.231.72,17
1267,846,27,56,Cook Islands,yahoo.com,tablet,107.45.67.237,65
1268,613,18,71,Japan,hotmail.com,tablet,116.72.19.243,70
1269,643,23,63,Montenegro,yahoo.com,tablet,80.61.211.203,70
1270,446,13,30,Heard Island and McDonald Islands,hotmail.com,mobile,163.51.121.27,79
1271,596,16,61,Italy,hotmail.com,desktop,188.145.141.196,86
1272,272,11,80,British Indian Ocean Territory (Chagos Archipelago),gmail.com,tablet,142.241.217.153,83
1273,365,9,50,Cambodia,yahoo.com,tablet,26.127.34.32,88
1274,661,17,63,Mozambique,gmail.com,mobile,12.155.87.171,45
1275,984,30,55,Cuba,gmail.com,tablet,58.168.200.37,85
1276,855,27,61,Belarus,hotmail.com,tablet,37.144.166.6,68
1277,586,24,74,Albania,gmail.com,desktop,77.71.212.162,1
1278,1071,43,24,Moldova,hotmail.com,mobile,10.118.49.199,48
1279,298,10,21,Tuvalu,hotmail.com,tablet,78.218.59.166,7
1280,410,12,35,Kiribati,gmail.com,mobile,117.177.111.206,36
1281,514,17,27,Cook Islands,hotmail.com,mobile,173.30.85.208,88
1282,605,18,31,Montenegro,yahoo.com,tablet,130.162.159.181,4
1283,735,26,70,Uganda,hotmail.com,desktop,220.109.119.9,13
1284,460,15,65,Mauritius,hotmail.com,tablet,192.65.190.175,71
1285,797,28,33,Svalbard & Jan Mayen Islands,gmail.com,tablet,51.87.181.183,89
1286,590,23,62,Spain,yahoo.com,tablet,113.103.173.52,6
1287,782,24,42,Saint Kitts and Nevis,yahoo.com,desktop,94.159.38.210,87
1288,641,22,79,Greenland,yahoo.com,tablet,57.153.237.194,6
1289,27,1,65,Chile,gmail.com,desktop,85.120.254.100,25
1290,908,35,71,Andorra,gmail.com,mobile,39.103.132.180,81
1291,754,27,66,Turks and Caicos Islands,gmail.com,tablet,183.232.54.254,69
1292,403,9,67,Gambia,gmail.com,tablet,155.213.158.97,24
1293,603,19,46,Serbia,hotmail.com,mobile,84.214.118.193,87
1294,153,2,29,Guernsey,hotmail.com,mobile,145.235.252.167,65
1295,245,6,42,Liberia,gmail.com,mobile,96.134.65.142,54
1296,572,19,53,Myanmar,yahoo.com,desktop,110.72.220.60,16
1297,330,12,55,Colombia,gmail.com,desktop,77.124.60.105,0
1298,677,21,47,Saint Kitts and Nevis,gmail.com,tablet,124.55.170.231,19
1299,82,2,27,United Arab Emirates,gmail.com,desktop,193.116.185.200,76
1300,105,9,67,Saint Barthelemy,yahoo.com,tablet,205.85.215.139,78
1301,617,17,49,Switzerland,yahoo.com,tablet,180.221.126.224,70
1302,734,20,22,Afghanistan,yahoo.com,tablet,91.155.51.129,40
1303,1077,37,32,Brunei Darussalam,hotmail.com,mobile,121.63.32.61,66
1304,140,3,68,Tanzania,gmail.com,tablet,43.14.250.205,20
1305,852,22,52,Moldova,gmail.com,tablet,6.30.212.3,51
1306,189,4,40,Ethiopia,gmail.com,mobile,182.223.148.67,27
1307,680,25,39,Israel,gmail.com,desktop,132.181.185.175,37
1308,448,20,78,Thailand,yahoo.com,tablet,187.165.160.122,67
1309,973,33,53,Eritrea,gmail.com,tablet,85.206.123.35,1
1310,235,9,60,Kenya,hotmail.com,desktop,78.96.15.49,57
1311,493,13,75,Bulgaria,yahoo.com,tablet,60.39.207.120,78
1312,500,22,79,United States Minor Outlying Islands,hotmail.com,mobile,24.180.169.181,87
1313,658,24,42,Tanzania,yahoo.com,mobile,156.110.109.11,49
1314,526,21,52,Burundi,gmail.com,tablet,82.246.131.179,36
1315,51,1,76,Canada,yahoo.com,tablet,33.55.239.244,47
1316,1054,31,69,Reunion,hotmail.com,tablet,53.52.125.98,57
1317,997,38,20,Chad,yahoo.com,desktop,156.235.94.86,83
1318,395,23,38,Macao,gmail.com,tablet,82.152.115.53,10
1319,197,6,28,Kazakhstan,gmail.com,tablet,132.244.37.32,68
1320,16,0,58,Madagascar,yahoo.com,mobile,177.170.99.7,26
1321,437,16,73,Congo,yahoo.com,tablet,98.179.10.160,54
1322,213,9,31,Indonesia,gmail.com,tablet,162.154.52.77,89
1323,892,28,59,Russian Federation,hotmail.com,mobile,184.17.141.8,87
1324,315,4,19,Bulgaria,hotmail.com,desktop,61.229.195.99,42
1325,78,1,23,Venezuela,hotmail.com,mobile,22.112.138.112,6
1326,365,10,68,Colombia,gmail.com,desktop,52.150.235.245,71
1327,145,9,54,Tajikistan,yahoo.com,mobile,105.61.247.212,33
1328,835,28,42,Saint Helena,gmail.com,desktop,130.45.44.13,80
1329,829,28,45,Azerbaijan,yahoo.com,desktop,145.64.163.241,2
1330,798,24,61,New Caledonia,gmail.com,mobile,193.239.157.207,68
1331,13,1,59,San Marino,hotmail.com,tablet,109.37.197.27,79
1332,130,8,66,Albania,yahoo.com,tablet,219.35.51.98,74
1333,94,5,62,Sri Lanka,hotmail.com,mobile,97.55.94.153,45
1334,1030,22,24,Colombia,hotmail.com,desktop,134.128.219.120,87
1335,618,20,56,Marshall Islands,gmail.com,mobile,162.89.71.83,36
1336,897,28,42,Timor-Leste,hotmail.com,desktop,56.98.143.133,84
1337,64,2,48,Palestinian Territory,hotmail.com,mobile,206.55.124.142,68
1338,451,18,26,Benin,hotmail.com,tablet,175.65.153.187,50
1339,605,22,79,Australia,yahoo.com,tablet,145.116.185.112,18
1340,611,23,61,Belarus,gmail.com,tablet,188.197.23.160,82
1341,765,31,79,Germany,gmail.com,mobile,94.79.233.116,70
1342,290,11,25,Oman,gmail.com,mobile,188.55.49.196,0
1343,808,24,52,Bangladesh,hotmail.com,tablet,207.106.204.112,10
1344,625,19,31,Sri Lanka,yahoo.com,tablet,99.77.224.93,44
1345,434,13,44,Algeria,yahoo.com,tablet,52.99.230.230,65
1346,292,10,28,Micronesia,gmail.com,mobile,191.193.58.21,28
1347,518,16,30,Samoa,hotmail.com,mobile,65.193.54.174,23
1348,112,5,72,Solomon Islands,hotmail.com,tablet,103.209.49.252,59
